n_agents,n_prices,memory,n_steps,convergence_check_window,alpha,gamma,beta,seed,delta,avg_profit_mean,p_nash,p_monop
3,15,1,100000,15000,0.5,0.95,1e-06,2,0.3126800629336905,0.16115418692899805,1.3719999999999999,2.0
3,15,1,100000,15000,0.5,0.95,1e-06,1,0.30898029109204234,0.16067593914405606,1.3719999999999999,2.0
3,15,1,100000,15000,0.5,0.95,1e-06,4,0.3083828486708955,0.16059871126980516,1.3719999999999999,2.0
4,5,1,100000,15000,0.15,0.95,2e-05,0,0.213047816648537,0.10705192823077699,1.332,2.056
4,5,1,100000,15000,0.15,0.95,2e-05,1,0.20025100131568244,0.10552256053694448,1.332,2.056
4,5,1,100000,15000,0.15,0.95,2e-05,2,0.19666760209315054,0.10509430281324549,1.332,2.056
3,15,1,100000,15000,0.05,0.95,1e-06,0,0.3077465956815513,0.1605164665812567,1.3719999999999999,2.0
3,15,1,100000,15000,0.05,0.95,1e-06,1,0.30876490357262265,0.16064809726394147,1.3719999999999999,2.0
4,5,1,100000,15000,0.15,0.95,2e-05,3,0.1760377809131104,0.10262880016890458,1.332,2.056
4,5,1,100000,15000,0.15,0.95,2e-05,4,0.18226828655388272,0.10337341777847296,1.332,2.056
3,15,1,100000,15000,0.05,0.95,1e-06,2,0.31123863585174527,0.1609678621126038,1.3719999999999999,2.0
2,5,1,100000,15000,0.15,0.95,2e-05,0,0.2764600491103822,0.2555320989496817,1.476,1.924
3,15,1,100000,15000,0.05,0.95,1e-06,3,0.3104764056135485,0.1608693330846973,1.3719999999999999,2.0
2,5,1,100000,15000,0.15,0.95,2e-05,1,0.3436621255425993,0.26314429068850975,1.476,1.924
3,15,1,100000,15000,0.05,0.95,1e-06,4,0.30661139357107364,0.16036972566910485,1.3719999999999999,2.0
2,5,1,100000,15000,0.15,0.95,2e-05,2,0.25920626906082805,0.25357770871459356,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,3,0.29964752047336385,0.25815861716644595,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,4,0.4906309940770677,0.2797919192487881,1.476,1.924
2,10,2,100000,15000,0.15,0.95,1e-06,0,0.326454077181043,0.26119508062635766,1.476,1.924
2,10,2,100000,15000,0.15,0.95,1e-06,1,0.32099250728406387,0.2605764313307105,1.476,1.924
2,10,2,100000,15000,0.15,0.95,1e-06,2,0.3231303539823826,0.26081859198763957,1.476,1.924
5,5,1,100000,15000,0.15,0.95,2e-05,0,0.07563092527714571,0.06976923873483958,1.312,2.096
5,5,1,100000,15000,0.15,0.95,2e-05,1,0.033551534778057876,0.06523173467223126,1.312,2.096
5,5,1,100000,15000,0.15,0.95,2e-05,2,0.048071014422310716,0.06679739893426909,1.312,2.096
5,5,1,100000,15000,0.15,0.95,2e-05,3,0.03485340304280035,0.06537211770701826,1.312,2.096
5,5,1,100000,15000,0.15,0.95,2e-05,4,0.04575451490870759,0.06654760620131037,1.312,2.096
2,10,2,100000,15000,0.15,0.95,1e-06,3,0.32608076202106073,0.26115279403749514,1.476,1.924
2,10,2,100000,15000,0.15,0.95,1e-06,4,0.323004869817149,0.2608043779993723,1.476,1.924
2,15,1,100000,15000,0.5,0.95,2e-05,0,0.231757923264899,0.2504685477748566,1.476,1.924
2,15,1,100000,15000,0.5,0.95,2e-05,2,0.2208670179292296,0.24923490048260127,1.476,1.924
2,15,1,100000,15000,0.5,0.95,2e-05,1,0.23182097475150182,0.2504756898161583,1.476,1.924
6,5,1,100000,15000,0.5,0.95,4e-06,0,0.06417187062322363,0.05576150181774326,1.3,2.132
6,5,1,100000,15000,0.5,0.95,4e-06,1,0.061540662044309795,0.05550469613206963,1.3,2.132
6,5,1,100000,15000,0.5,0.95,4e-06,3,0.06405638903531936,0.05575023082668535,1.3,2.132
6,5,1,100000,15000,0.5,0.95,4e-06,2,0.0632044964260314,0.05566708619596253,1.3,2.132
2,15,1,100000,15000,0.5,0.95,2e-05,3,0.20064581948905671,0.24694438138129426,1.476,1.924
6,5,1,100000,15000,0.5,0.95,4e-06,4,0.06464616702238356,0.05580779309733808,1.3,2.132
2,15,1,100000,15000,0.5,0.95,2e-05,4,0.2327052725242882,0.25057585702166807,1.476,1.924
2,10,2,100000,15000,0.15,0.95,0.0001,0,0.09787480282374439,0.23530318328766506,1.476,1.924
2,10,2,100000,15000,0.15,0.95,0.0001,1,0.027201704539521462,0.2272978179257901,1.476,1.924
2,10,2,100000,15000,0.15,0.95,0.0001,2,-0.09967814815294734,0.21292573572586712,1.476,1.924
2,10,2,100000,15000,0.15,0.95,0.0001,3,0.22495389286107395,0.24969783373177235,1.476,1.924
2,10,2,100000,15000,0.15,0.95,0.0001,4,0.06676734693925493,0.23177954337545623,1.476,1.924
2,5,1,100000,15000,0.15,0.95,0.0001,0,0.7582427340335229,0.31010514741465656,1.476,1.924
2,5,1,100000,15000,0.15,0.95,0.0001,1,0.9994135882805752,0.33742333283110304,1.476,1.924
2,5,1,100000,15000,0.15,0.95,0.0001,2,0.7582031411644437,0.3101006626051548,1.476,1.924
2,5,1,100000,15000,0.15,0.95,0.0001,3,0.6997287742613615,0.3034770861279933,1.476,1.924
2,5,1,100000,15000,0.15,0.95,0.0001,4,0.7576489826219173,0.3100378913143945,1.476,1.924
6,5,1,100000,15000,0.3,0.95,0.0001,0,-0.056299712457983916,0.04400348774569732,1.3,2.132
6,5,1,100000,15000,0.3,0.95,0.0001,2,0.2686291979157663,0.0757165158546894,1.3,2.132
6,5,1,100000,15000,0.3,0.95,0.0001,3,-0.10026922429654328,0.039712067929372034,1.3,2.132
6,5,1,100000,15000,0.3,0.95,0.0001,1,-0.11486738879335816,0.0382872885814997,1.3,2.132
6,5,1,100000,15000,0.3,0.95,0.0001,4,-0.13443933368320538,0.036377068780727204,1.3,2.132
5,5,1,100000,15000,0.3,0.95,1e-06,0,0.1207528771927261,0.07463482822416931,1.312,2.096
5,5,1,100000,15000,0.3,0.95,1e-06,1,0.11997785917016385,0.07455125649501018,1.312,2.096
5,5,1,100000,15000,0.3,0.95,1e-06,2,0.11839002089411453,0.07438003674722188,1.312,2.096
2,10,1,100000,15000,0.3,0.95,2e-05,0,0.2463208921168866,0.252118141315314,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,1,0.25094227680026965,0.25264162017454656,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,2,0.2761652235071812,0.2554987031211563,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,3,0.2224849294105012,0.2494181664330859,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,4,0.23103317720648717,0.25038645349665145,1.476,1.924
3,5,1,100000,15000,0.3,0.95,2e-05,0,0.08881817210324108,0.13221687457438155,1.3719999999999999,2.0
5,5,1,100000,15000,0.3,0.95,1e-06,3,0.11692480117409688,0.0742220392013131,1.312,2.096
5,5,1,100000,15000,0.3,0.95,1e-06,4,0.12117099061892597,0.07467991422345568,1.312,2.096
3,5,1,100000,15000,0.3,0.95,2e-05,2,0.07689451121575454,0.1306755729341973,1.3719999999999999,2.0
3,5,1,100000,15000,0.3,0.95,2e-05,3,0.11789328349337694,0.13597524352641932,1.3719999999999999,2.0
3,5,1,100000,15000,0.3,0.95,2e-05,1,0.1192299282366199,0.13614802374505722,1.3719999999999999,2.0
3,5,1,100000,15000,0.3,0.95,2e-05,4,0.11252650778569784,0.13528151193854535,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,2e-05,0,0.016839796064074528,0.1229126524823733,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,2e-05,2,-0.0013212594280376947,0.12056507946083206,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,2e-05,1,0.0019290067057504538,0.1209852222819266,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,2e-05,3,0.022939454150152513,0.12370111947261635,1.3719999999999999,2.0
2,15,1,100000,15000,0.5,0.95,1e-06,0,0.355572249671783,0.2644933881170101,1.476,1.924
2,15,1,100000,15000,0.5,0.95,1e-06,1,0.3497931405454646,0.26383877014856805,1.476,1.924
2,15,1,100000,15000,0.5,0.95,1e-06,2,0.3555659581562019,0.26449267545714195,1.476,1.924
2,15,1,100000,15000,0.5,0.95,1e-06,3,0.35597858563529466,0.26453941507672396,1.476,1.924
3,5,2,100000,15000,0.5,0.95,2e-05,4,-0.004871061524937824,0.12010621738433476,1.3719999999999999,2.0
2,15,2,100000,15000,0.15,0.95,1e-06,0,0.32404292643947313,0.2609219619560654,1.476,1.924
2,15,1,100000,15000,0.5,0.95,1e-06,4,0.3519198602352904,0.2640796704140535,1.476,1.924
2,15,2,100000,15000,0.15,0.95,1e-06,1,0.32267972498362807,0.2607675478157373,1.476,1.924
2,15,2,100000,15000,0.15,0.95,1e-06,2,0.327438579405684,0.2613065983070476,1.476,1.924
2,15,2,100000,15000,0.15,0.95,1e-06,3,0.33038263066721996,0.2616400803046516,1.476,1.924
2,15,2,100000,15000,0.15,0.95,1e-06,4,0.32605443179794824,0.26114981152984806,1.476,1.924
2,15,2,100000,15000,0.5,0.95,1e-06,0,0.323086339223579,0.2608136062967035,1.476,1.924
2,15,2,100000,15000,0.5,0.95,1e-06,1,0.32331206161394793,0.26083917458575734,1.476,1.924
2,15,2,100000,15000,0.5,0.95,1e-06,2,0.3275629993524988,0.26132069174792877,1.476,1.924
2,15,2,100000,15000,0.5,0.95,1e-06,3,0.330542339284074,0.26165817100479627,1.476,1.924
2,15,2,100000,15000,0.5,0.95,1e-06,4,0.3249281454612833,0.2610222335143657,1.476,1.924
4,5,1,100000,15000,0.05,0.95,4e-06,0,0.1668054780519804,0.10152543301323118,1.332,2.056
4,5,1,100000,15000,0.05,0.95,4e-06,1,0.166640624779363,0.1015057311371936,1.332,2.056
4,5,1,100000,15000,0.05,0.95,4e-06,3,0.1611533266167749,0.1008499354319338,1.332,2.056
4,5,1,100000,15000,0.05,0.95,4e-06,2,0.1625864654627885,0.10102121212811635,1.332,2.056
3,10,1,100000,15000,0.15,0.95,1e-06,0,0.2865035431287643,0.15777050189380973,1.3719999999999999,2.0
4,5,1,100000,15000,0.05,0.95,4e-06,4,0.15784392085680313,0.10045442310144875,1.332,2.056
3,10,1,100000,15000,0.15,0.95,1e-06,1,0.28331184711849017,0.15735793008872193,1.3719999999999999,2.0
3,10,1,100000,15000,0.15,0.95,1e-06,2,0.28494005567138947,0.15756839904928918,1.3719999999999999,2.0
3,10,1,100000,15000,0.15,0.95,1e-06,3,0.2865874847584897,0.15778135253547057,1.3719999999999999,2.0
3,10,1,100000,15000,0.15,0.95,1e-06,4,0.28457851958801594,0.15752166540233734,1.3719999999999999,2.0
3,15,1,100000,15000,0.3,0.95,4e-06,0,0.2856308680206212,0.15765769630597717,1.3719999999999999,2.0
3,15,1,100000,15000,0.3,0.95,4e-06,1,0.2794426226534094,0.15685777815798993,1.3719999999999999,2.0
3,15,1,100000,15000,0.3,0.95,4e-06,3,0.28984887714097457,0.15820293358141294,1.3719999999999999,2.0
3,15,1,100000,15000,0.3,0.95,4e-06,2,0.2904555278548231,0.1582813517576003,1.3719999999999999,2.0
3,15,1,100000,15000,0.3,0.95,4e-06,4,0.2818892391984351,0.15717403791489964,1.3719999999999999,2.0
4,5,1,100000,15000,0.15,0.95,0.0001,0,0.1990182060996575,0.10537522722569014,1.332,2.056
4,5,1,100000,15000,0.15,0.95,0.0001,1,0.09486493569302759,0.09292770471140151,1.332,2.056
4,5,1,100000,15000,0.15,0.95,0.0001,2,0.19140093978870934,0.10446487564928084,1.332,2.056
3,5,1,100000,15000,0.5,0.95,1e-06,0,0.21076167122765463,0.14797979478687395,1.3719999999999999,2.0
3,5,1,100000,15000,0.5,0.95,1e-06,1,0.2135146517369456,0.14833565641480892,1.3719999999999999,2.0
3,5,1,100000,15000,0.5,0.95,1e-06,2,0.2176108151882036,0.14886514341594567,1.3719999999999999,2.0
4,5,1,100000,15000,0.15,0.95,0.0001,3,0.25292778320718046,0.11181804627651616,1.332,2.056
4,5,1,100000,15000,0.15,0.95,0.0001,4,0.2607617341923992,0.11275429418196972,1.332,2.056
3,5,1,100000,15000,0.5,0.95,1e-06,3,0.21285863868355362,0.1482508574587906,1.3719999999999999,2.0
2,5,2,100000,15000,0.5,0.95,2e-05,0,0.23368816967554562,0.25068719289061947,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,2,0.15619716913403695,0.24190954217694596,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,1,0.23381644342467903,0.25070172286387776,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,3,0.18983803064608878,0.24572014895704142,1.476,1.924
3,5,1,100000,15000,0.5,0.95,1e-06,4,0.2120052025771721,0.14814053878376532,1.3719999999999999,2.0
2,5,2,100000,15000,0.5,0.95,2e-05,4,0.19188159031516253,0.24595162942396442,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,0,0.2764600491103822,0.2555320989496817,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,1,0.3436621255425993,0.26314429068850975,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,2,0.25920626906082805,0.25357770871459356,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,3,0.29964752047336385,0.25815861716644595,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,4,0.4906309940770677,0.2797919192487881,1.476,1.924
4,5,1,100000,15000,0.15,0.95,4e-06,1,0.1728144120724723,0.10224357024708788,1.332,2.056
4,5,1,100000,15000,0.15,0.95,4e-06,0,0.17456526074428416,0.10245281694838113,1.332,2.056
4,5,1,100000,15000,0.15,0.95,4e-06,2,0.1700232101584475,0.10190998928000826,1.332,2.056
4,5,1,100000,15000,0.15,0.95,4e-06,3,0.16640233105490007,0.10147725227629288,1.332,2.056
4,5,1,100000,15000,0.15,0.95,4e-06,4,0.17096325067168724,0.10202233501247744,1.332,2.056
4,5,1,100000,15000,0.5,0.95,1e-06,1,0.16047588266064092,0.1007689730304343,1.332,2.056
4,5,1,100000,15000,0.5,0.95,1e-06,0,0.16024697758029843,0.10074161622128108,1.332,2.056
4,5,1,100000,15000,0.5,0.95,1e-06,2,0.1579383805750342,0.10046571213217034,1.332,2.056
2,5,2,100000,15000,0.15,0.95,4e-06,0,0.24283193636002776,0.2517229362621445,1.476,1.924
2,5,2,100000,15000,0.15,0.95,4e-06,1,0.24719453219316584,0.2522171012898331,1.476,1.924
2,5,2,100000,15000,0.15,0.95,4e-06,2,0.25187969281715233,0.25274780425156324,1.476,1.924
4,5,1,100000,15000,0.5,0.95,1e-06,3,0.16132442354237161,0.10087038349684022,1.332,2.056
2,5,2,100000,15000,0.15,0.95,4e-06,3,0.261486839460257,0.2538360361365425,1.476,1.924
4,5,1,100000,15000,0.5,0.95,1e-06,4,0.15759344049544985,0.10042448779624748,1.332,2.056
2,5,2,100000,15000,0.15,0.95,4e-06,4,0.29184793406025794,0.25727513334552554,1.476,1.924
6,5,1,100000,15000,0.05,0.95,4e-06,0,0.056514700144614016,0.05501416276950599,1.3,2.132
3,5,2,100000,15000,0.3,0.95,1e-06,1,0.20649036274709318,0.14742766781605987,1.3719999999999999,2.0
3,5,2,100000,15000,0.3,0.95,1e-06,0,0.2052816588213686,0.14727142575577354,1.3719999999999999,2.0
3,5,2,100000,15000,0.3,0.95,1e-06,2,0.2110396949768722,0.14801573328468287,1.3719999999999999,2.0
6,5,1,100000,15000,0.05,0.95,4e-06,1,0.053286511462075005,0.054699091887346785,1.3,2.132
6,5,1,100000,15000,0.05,0.95,4e-06,2,0.05460640757407752,0.05482791361162099,1.3,2.132
6,5,1,100000,15000,0.05,0.95,4e-06,4,0.05526854279512249,0.05489253794084056,1.3,2.132
6,5,1,100000,15000,0.05,0.95,4e-06,3,0.054764607454588644,0.05484335390362737,1.3,2.132
3,5,2,100000,15000,0.3,0.95,1e-06,4,0.2087991594584084,0.14772611241219363,1.3719999999999999,2.0
3,5,2,100000,15000,0.3,0.95,1e-06,3,0.20795733393431368,0.1476172945689759,1.3719999999999999,2.0
4,10,1,100000,15000,0.05,0.95,0.0001,0,0.050229906502784645,0.08759330158990226,1.332,2.056
4,10,1,100000,15000,0.05,0.95,0.0001,1,0.11183308663441009,0.09495559533878273,1.332,2.056
2,5,2,100000,15000,0.05,0.95,0.0001,0,0.7835193445858653,0.31296830903476197,1.476,1.924
4,10,1,100000,15000,0.05,0.95,0.0001,2,0.09656758912019801,0.09313119152257882,1.332,2.056
4,10,1,100000,15000,0.05,0.95,0.0001,3,0.1519522191780523,0.09975029649066253,1.332,2.056
4,10,1,100000,15000,0.05,0.95,0.0001,4,-0.00018146637059469564,0.08156855847460932,1.332,2.056
2,5,2,100000,15000,0.05,0.95,0.0001,1,0.23828864463034627,0.25120830323876386,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,2,0.21951686851256463,0.24908196478803107,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,3,0.046021631514821526,0.22942961057644168,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,4,0.24239892473000618,0.2516738876653174,1.476,1.924
2,20,1,100000,15000,0.05,0.95,1e-06,0,0.35817971910113877,0.26478874442596895,1.476,1.924
2,20,1,100000,15000,0.05,0.95,1e-06,1,0.3560024325009022,0.2645421162866123,1.476,1.924
2,20,1,100000,15000,0.05,0.95,1e-06,2,0.360310229281625,0.26503007405231976,1.476,1.924
2,20,1,100000,15000,0.05,0.95,1e-06,3,0.3604632143641829,0.2650474031564701,1.476,1.924
2,20,1,100000,15000,0.05,0.95,1e-06,4,0.35642468897413765,0.26458994661281465,1.476,1.924
4,10,1,100000,15000,0.05,0.95,4e-06,0,0.20739354232942764,0.10637617694025776,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,1,0.21111513936084858,0.1068209509032535,1.332,2.056
3,10,1,100000,15000,0.05,0.95,4e-06,0,0.27436472346428725,0.15620138794170174,1.3719999999999999,2.0
4,10,1,100000,15000,0.05,0.95,4e-06,2,0.20798080421275517,0.10644636153922392,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,3,0.2078698127740737,0.10643309677637504,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,4,0.20607414394689613,0.10621849354723749,1.332,2.056
3,10,1,100000,15000,0.05,0.95,4e-06,1,0.2646640027517567,0.15494743272725212,1.3719999999999999,2.0
3,10,1,100000,15000,0.05,0.95,4e-06,2,0.26466942826734435,0.1549481340517994,1.3719999999999999,2.0
3,10,1,100000,15000,0.05,0.95,4e-06,4,0.2621060783143543,0.1546167848525735,1.3719999999999999,2.0
3,10,1,100000,15000,0.05,0.95,4e-06,3,0.2679287358657696,0.15536944560994595,1.3719999999999999,2.0
2,15,1,100000,15000,0.3,0.95,0.0001,0,0.5823972783281504,0.29018657649697027,1.476,1.924
4,10,1,100000,15000,0.3,0.95,4e-06,0,0.21202760985977218,0.10693000169959077,1.332,2.056
4,10,1,100000,15000,0.3,0.95,4e-06,1,0.21424528057719203,0.1071950390438488,1.332,2.056
4,10,1,100000,15000,0.3,0.95,4e-06,2,0.21343638641246207,0.10709836681946407,1.332,2.056
4,10,1,100000,15000,0.3,0.95,4e-06,3,0.212704028815236,0.10701084160163471,1.332,2.056
4,10,1,100000,15000,0.3,0.95,4e-06,4,0.21117057022899982,0.10682757553420943,1.332,2.056
2,15,1,100000,15000,0.3,0.95,0.0001,1,0.4251305694206197,0.2723724789884495,1.476,1.924
2,15,1,100000,15000,0.3,0.95,0.0001,2,0.6011804403731685,0.29231420466769165,1.476,1.924
2,15,1,100000,15000,0.3,0.95,0.0001,3,0.409406599655121,0.2705913752025979,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,0,0.2764600491103822,0.2555320989496817,1.476,1.924
2,15,1,100000,15000,0.3,0.95,0.0001,4,0.3049106640344758,0.25875479008346247,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,1,0.3436621255425993,0.26314429068850975,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,2,0.25920626906082805,0.25357770871459356,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,3,0.29964752047336385,0.25815861716644595,1.476,1.924
2,5,1,100000,15000,0.15,0.95,2e-05,4,0.4906309940770677,0.2797919192487881,1.476,1.924
3,20,1,100000,15000,0.15,0.95,2e-05,0,0.19180703007561156,0.1455296396061435,1.3719999999999999,2.0
3,20,1,100000,15000,0.15,0.95,2e-05,1,0.19891576634601432,0.14644854420906692,1.3719999999999999,2.0
2,10,2,100000,15000,0.5,0.95,1e-06,0,0.3253164526045682,0.26106621829259236,1.476,1.924
2,10,2,100000,15000,0.5,0.95,1e-06,1,0.31976804250189284,0.26043773233219475,1.476,1.924
3,20,1,100000,15000,0.15,0.95,2e-05,2,0.19435796142157083,0.14585938352494707,1.3719999999999999,2.0
3,20,1,100000,15000,0.15,0.95,2e-05,3,0.20348811901893904,0.1470395853952244,1.3719999999999999,2.0
3,20,1,100000,15000,0.15,0.95,2e-05,4,0.19645412465062181,0.14613034223918062,1.3719999999999999,2.0
2,10,2,100000,15000,0.5,0.95,1e-06,2,0.32454319012987265,0.2609786284064709,1.476,1.924
2,10,2,100000,15000,0.5,0.95,1e-06,3,0.326775995964252,0.2612315453850707,1.476,1.924
2,10,2,100000,15000,0.5,0.95,1e-06,4,0.3219685686625221,0.2606869928900573,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,0,0.2463208921168866,0.252118141315314,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,1,0.25094227680026965,0.25264162017454656,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,2,0.2761652235071812,0.2554987031211563,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,4,0.23103317720648717,0.25038645349665145,1.476,1.924
2,10,1,100000,15000,0.3,0.95,2e-05,3,0.2224849294105012,0.2494181664330859,1.476,1.924
3,5,2,100000,15000,0.3,0.95,1e-06,0,0.2052816588213686,0.14727142575577354,1.3719999999999999,2.0
2,15,1,100000,15000,0.3,0.95,4e-06,0,0.35120150915695303,0.2639983005154669,1.476,1.924
3,5,2,100000,15000,0.3,0.95,1e-06,1,0.20649036274709318,0.14742766781605987,1.3719999999999999,2.0
2,15,1,100000,15000,0.3,0.95,4e-06,1,0.34214831089603676,0.26297281611572176,1.476,1.924
2,15,1,100000,15000,0.3,0.95,4e-06,2,0.3463537185393443,0.26344917594000605,1.476,1.924
3,5,2,100000,15000,0.3,0.95,1e-06,4,0.2087991594584084,0.14772611241219363,1.3719999999999999,2.0
3,5,2,100000,15000,0.3,0.95,1e-06,2,0.2110396949768722,0.14801573328468287,1.3719999999999999,2.0
3,5,2,100000,15000,0.3,0.95,1e-06,3,0.20795733393431368,0.1476172945689759,1.3719999999999999,2.0
2,15,1,100000,15000,0.3,0.95,4e-06,3,0.3630824173889741,0.26534408856689395,1.476,1.924
2,15,1,100000,15000,0.3,0.95,4e-06,4,0.37079517104124265,0.2662177365663666,1.476,1.924
2,15,1,100000,15000,0.15,0.95,0.0001,0,0.18012331469003573,0.2446197323557729,1.476,1.924
2,15,1,100000,15000,0.15,0.95,0.0001,1,0.4814595284412836,0.2787530383294451,1.476,1.924
2,15,1,100000,15000,0.15,0.95,0.0001,2,0.4290832325655146,0.2728202096440385,1.476,1.924
2,15,1,100000,15000,0.15,0.95,0.0001,3,0.3047899234648128,0.25874111341726813,1.476,1.924
6,5,1,100000,15000,0.15,0.95,2e-05,0,-0.035919902028320745,0.045992555139757224,1.3,2.132
6,5,1,100000,15000,0.15,0.95,2e-05,2,-0.03786321357367684,0.04580288813354494,1.3,2.132
6,5,1,100000,15000,0.15,0.95,2e-05,1,-0.029136207933154315,0.046654642983142286,1.3,2.132
6,5,1,100000,15000,0.15,0.95,2e-05,3,-0.038120319387660986,0.045777794632641956,1.3,2.132
6,5,1,100000,15000,0.15,0.95,2e-05,4,-0.03880021598113944,0.04571143679530645,1.3,2.132
2,15,1,100000,15000,0.15,0.95,0.0001,4,0.4277088767267253,0.27266453201147617,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,0,0.7835193445858653,0.31296830903476197,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,1,0.23828864463034627,0.25120830323876386,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,3,0.046021631514821526,0.22942961057644168,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,4,0.24239892473000618,0.2516738876653174,1.476,1.924
2,5,2,100000,15000,0.05,0.95,0.0001,2,0.21951686851256463,0.24908196478803107,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,0,0.23368816967554562,0.25068719289061947,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,1,0.23381644342467903,0.25070172286387776,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,2,0.15619716913403695,0.24190954217694596,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,3,0.18983803064608878,0.24572014895704142,1.476,1.924
2,5,2,100000,15000,0.5,0.95,2e-05,4,0.19188159031516253,0.24595162942396442,1.476,1.924
2,10,2,100000,15000,0.15,0.95,2e-05,0,0.217867685316187,0.2488951565914727,1.476,1.924
4,5,1,100000,15000,0.5,0.95,4e-06,1,0.15825011454753404,0.10050296795357672,1.332,2.056
4,5,1,100000,15000,0.5,0.95,4e-06,2,0.15240356065196786,0.099804237025955,1.332,2.056
4,5,1,100000,15000,0.5,0.95,4e-06,0,0.14684590002971432,0.09914003219155862,1.332,2.056
2,10,2,100000,15000,0.15,0.95,2e-05,1,0.2338093303042607,0.25070091713823117,1.476,1.924
4,5,1,100000,15000,0.5,0.95,4e-06,3,0.1523723499106396,0.09980050698076433,1.332,2.056
4,5,1,100000,15000,0.5,0.95,4e-06,4,0.14794487464405706,0.09927137239049097,1.332,2.056
2,10,2,100000,15000,0.15,0.95,2e-05,2,0.21600418135017774,0.2486840716035016,1.476,1.924
2,10,2,100000,15000,0.15,0.95,2e-05,3,0.22402332875035746,0.24959242579183777,1.476,1.924
2,10,2,100000,15000,0.15,0.95,2e-05,4,0.22966767680333897,0.25023177894729143,1.476,1.924
2,10,1,100000,15000,0.15,0.95,2e-05,3,0.2248149752671063,0.24968209809654618,1.476,1.924
2,10,1,100000,15000,0.15,0.95,2e-05,0,0.3069972862829247,0.2589911483849462,1.476,1.924
2,10,1,100000,15000,0.15,0.95,2e-05,1,0.41467834402364867,0.27118852236027235,1.476,1.924
2,10,1,100000,15000,0.15,0.95,2e-05,2,0.24530454274776953,0.25200301620784565,1.476,1.924
2,10,1,100000,15000,0.15,0.95,2e-05,4,0.28688588650320584,0.25671306652517123,1.476,1.924
4,10,1,100000,15000,0.05,0.95,4e-06,0,0.20739354232942764,0.10637617694025776,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,1,0.21111513936084858,0.1068209509032535,1.332,2.056
3,5,2,100000,15000,0.5,0.95,4e-06,0,0.1879120496461229,0.14502615835310345,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,4e-06,1,0.18995559723255911,0.1452903157521179,1.3719999999999999,2.0
3,5,2,100000,15000,0.5,0.95,4e-06,2,0.19032280881805852,0.1453377830379092,1.3719999999999999,2.0
4,10,1,100000,15000,0.05,0.95,4e-06,2,0.20798080421275517,0.10644636153922392,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,3,0.2078698127740737,0.10643309677637504,1.332,2.056
4,10,1,100000,15000,0.05,0.95,4e-06,4,0.20607414394689613,0.10621849354723749,1.332,2.056
3,5,2,100000,15000,0.5,0.95,4e-06,3,0.19160810230387207,0.1455039253809778,1.3719999999999999,2.0
