price_level_norm,pairwise_price_corr,mean_autocorr,dispersion_ratio,label
1.46204000000018,1.0,0.05309216992340768,0.0,0
1.4583911111112942,1.0,0.022091521681268923,0.0,0
1.4642444444446607,1.0,0.01720728411117068,0.0,0
1.463348888889062,1.0,0.019967931731403384,0.0,0
1.4646011111112927,1.0,0.04531895109366006,0.0,0
1.4649355555557568,0.9999999999999999,0.03382875788481728,0.0,0
1.4599055555557205,1.0,0.01839695840443646,0.0,0
1.4587222222224256,0.9999999999999999,0.023439018636580655,0.0,0
1.460966666666835,1.0,0.02109316145066733,0.0,0
1.4617155555557657,1.0,0.021828603679435846,0.0,0
1.4573144444446235,1.0,0.010021705890014965,0.0,0
1.464851111111299,1.0,0.032857282064483906,0.0,0
1.4648000000002008,1.0,0.02391338439250215,0.0,0
1.4609300000002008,1.0,0.03350746640754828,0.0,0
1.4641600000001975,1.0,0.04540362928360322,0.0,0
